a,a,RO44ItSchool11152,0
sdf,asdg,RO44ItSchool11152,0
,,RO44ItSchool11152,0
,,RO44ItSchool29578,0
,,RO44ItSchool17445,0
,,RO44ItSchool37611,0
,,RO44ItSchool30280,0
,,RO44ItSchool26835,0
,,RO44ItSchool22589,0
,,RO44ItSchool40469,0
,,RO44ItSchool38073,0
,,RO44ItSchool35575,0
,,RO44ItSchool16816,0
,,RO44ItSchool39256,0
,,RO44ItSchool34392,0
,,RO44ItSchool27938,0
,,RO44ItSchool21072,0
,,RO44ItSchool11602,0
,,RO44ItSchool14106,0
,,RO44ItSchool23053,0
,,RO44ItSchool15938,0
,,RO44ItSchool16547,0
,,RO44ItSchool43502,0
,,RO44ItSchool25715,0
,,RO44ItSchool15013,0
,,RO44ItSchool11264,0
,,RO44ItSchool11403,0
,,RO44ItSchool23493,0
,,RO44ItSchool28532,0
,,RO44ItSchool29827,0
,,RO44ItSchool30829,0
,,RO44ItSchool31006,0
,,RO44ItSchool16558,0
,,RO44ItSchool32837,0
,,RO44ItSchool25882,0
,,RO44ItSchool22649,0
,,RO44ItSchool12980,0
